OPE ID,School,State,Zip Code,School Type,Recipients Q1,Loans Originated Q1,Loan Amount Q1 (USD),Disbursements Q1,Disbursement Amount Q1 (USD),Recipients Q2,Loans Originated Q2,Loan Amount Q2 (USD),Disbursements Q2,Disbursement Amount Q2 (USD),Recipients Q3,Loans Originated Q3,Loan Amount Q3 (USD),Disbursements Q3,Disbursement Amount Q3 (USD),Recipients Q4,Loans Originated Q4,Loan Amount Q4 (USD),Disbursements Q4,Disbursement Amount Q4 (USD)
140100,POST UNIVERSITY,CT,67233240,PROPRIETARY,658,661," $28,36,935.00 ","1,559"," $35,24,552.00 ",637,641," $30,28,407.00 ","1,534"," $37,96,523.00 ",17,17," $1,44,435.00 ",133," $7,73,883.00 ", -   , -   , $-   ,0, $-   
140200,QUINNIPIAC UNIVERSITY,CT,65181908,PRIVATE,236,238," $15,34,349.00 ","2,014"," $60,48,692.00 ",297,309," $19,61,816.00 ","2,315"," $61,38,040.00 ",64,66," $6,82,817.00 ",305," $33,24,280.00 ",92,100," $8,46,284.00 ",205," $14,06,536.00 "
140300,SACRED HEART UNIVERSITY,CT,68251000,PRIVATE,55,57," $2,35,880.00 ","1,521"," $38,54,839.00 ",70,93," $2,74,423.00 ","2,204"," $38,98,935.00 ",16,16," $1,65,296.00 ",286," $28,27,389.00 ",8,11," $95,551.00 ",129," $9,12,434.00 "
140600,SOUTHERN CONNECTICUT STATE UNIVERSITY,CT,65151355,PUBLIC,558,571," $20,57,558.00 ","4,733"," $98,96,796.00 ",625,665," $24,12,016.00 ","5,903"," $1,48,26,585.00 ",58,59," $2,75,656.00 ",956," $37,61,751.00 ",1,1," $1,000.00 ",45," $80,590.00 "
140900,SAINT JOSEPH COLLEGE,CT,61172791,PRIVATE,26,26," $1,23,577.00 ",498," $13,34,665.00 ",34,34," $2,03,653.00 ",530," $14,10,965.00 ",7,7," $47,986.00 ",39," $2,43,980.00 ",1,1," $5,000.00 ",1," $2,500.00 "
141400,TRINITY COLLEGE,CT,61063100,PRIVATE, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   ,2,2," $40,500.00 ",5," $72,500.00 ", -   , -   , $-   ,0, $-   
141600,UNIVERSITY OF BRIDGEPORT,CT,66015650,PRIVATE,308,310," $10,88,903.00 ","1,749"," $48,64,339.00 ",311,317," $16,02,938.00 ","1,790"," $74,97,405.00 ",41,47," $4,95,487.00 ",183," $12,90,807.00 ",33,33," $2,40,987.00 ",141," $8,74,064.00 "
141700,UNIVERSITY OF CONNECTICUT,CT,62692151,PUBLIC,5,5," $42,500.00 ",16," $87,750.00 ",28,31," $1,78,875.00 ",43," $2,63,548.00 ", -   , -   , $-   ,1," $5,280.00 ",3,3," $24,880.00 ",6," $35,359.00 "
142200,UNIVERSITY OF HARTFORD,CT,61171599,PRIVATE,198,206," $8,28,848.00 ","3,259"," $79,82,041.00 ",290,309," $11,54,591.00 ","3,703"," $79,09,272.00 ",85,90," $8,05,554.00 ",695," $55,91,784.00 ",26,27," $1,75,812.00 ",85," $4,88,628.00 "
142400,WESLEYAN UNIVERSITY,CT,64593208,PRIVATE, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,1," $24,148.00 ", -   , -   , $-   ,0, $-   
142500,EASTERN CONNECTICUT STATE UNIVERSITY,CT,62262295,PUBLIC,264,270," $10,30,178.00 ","2,406"," $55,25,323.00 ",317,334," $13,24,947.00 ","2,851"," $61,46,478.00 ",64,69," $3,86,986.00 ",379," $19,52,903.00 ", -   , -   , $-   ,0, $-   
142600,YALE UNIVERSITY,CT,65208288,PRIVATE,116,121," $5,49,802.00 ","2,045"," $76,43,797.00 ",153,158," $9,76,579.00 ","1,995"," $1,04,49,061.00 ",9,10," $1,91,980.00 ",132," $14,24,535.00 ",111,120," $11,22,699.00 ",810," $81,52,575.00 "
451300,HOUSATONIC COMMUNITY COLLEGE,CT,66044704,PUBLIC,73,73," $1,32,877.00 ",136," $1,34,120.00 ",188,188," $3,30,524.00 ",349," $3,25,842.00 ",3,3," $7,500.00 ",4," $7,500.00 ", -   , -   , $-   ,0, $-   
618100,BRIDGEPORT HOSPITAL SCHOOL OF NURSING,CT,66102896,PRIVATE,9,9," $20,474.00 ",97," $1,76,696.00 ",11,11," $41,526.00 ",120," $3,53,804.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
619100,SAINT VINCENT'S COLLEGE,CT,66069966,PRIVATE,59,60," $1,33,294.00 ",296," $5,64,612.00 ",63,65," $2,06,778.00 ",292," $7,99,974.00 ",3,3," $10,300.00 ",11," $38,300.00 ", -   , -   , $-   ,0, $-   
698200,NAUGATUCK VALLEY COMMUNITY COLLEGE,CT,67083089,PUBLIC,58,63," $1,11,506.00 ",185," $2,15,831.00 ",87,93," $1,74,116.00 ",412," $5,70,847.00 ",1,1," $9,819.00 ",5," $16,919.00 ", -   , -   , $-   ,0, $-   
730300,LINCOLN TECHNICAL INSTITUTE,CT,60512904,PROPRIETARY,28,29," $68,721.00 ",213," $3,53,168.00 ",13,13," $40,692.00 ",200," $3,59,894.00 ",24,24," $1,70,942.00 ",81," $3,15,681.00 ", -   , -   , $-   ,0, $-   
745900,PAIER COLLEGE OF ART,CT,65143902,PROPRIETARY,20,20," $58,781.00 ",112," $2,20,202.00 ",14,14," $43,179.00 ",77," $1,68,415.00 ",2,2," $18,700.00 ",12," $50,167.00 ", -   , -   , $-   ,0, $-   
763500,CAPITAL COMMUNITY COLLEGE,CT,61031207,PUBLIC,25,26," $61,338.00 ",89," $1,55,304.00 ",26,27," $63,720.00 ",107," $2,08,025.00 ",1,1," $2,000.00 ",1," $2,000.00 ", -   , -   , $-   ,0, $-   
803700,GATEWAY COMMUNITY COLLEGE,CT,65115970,PUBLIC,40,42," $63,657.00 ",210," $2,65,787.00 ",85,88," $1,54,510.00 ",366," $4,88,861.00 ",2,2," $5,000.00 ",2," $5,000.00 ", -   , -   , $-   ,0, $-   
803800,MIDDLESEX COMMUNITY COLLEGE,CT,64574889,PUBLIC,26,29," $57,594.00 ",79," $1,03,633.00 ",46,50," $87,860.00 ",158," $1,95,626.00 ",1,1," $2,500.00 ",2," $2,500.00 ", -   , -   , $-   ,0, $-   
906500,HARTFORD SCHOOL OF MUSIC (THE),CT,61052891,PRIVATE,2,2," $7,000.00 ",28," $48,543.00 ",2,2," $8,000.00 ",33," $75,456.00 ", -   , -   , $-   ,6," $26,800.00 ", -   , -   , $-   ,0, $-   
940700,LINCOLN COLLEGE OF NEW ENGLAND,CT,64891057,PROPRIETARY,170,172," $3,28,732.00 ",715," $10,74,184.00 ",189,279," $4,84,220.00 ","1,118"," $14,68,864.00 ",14,14," $85,256.00 ",92," $4,96,125.00 ", -   , -   , $-   ,0, $-   
976400,TUNXIS COMMUNITY COLLEGE,CT,60323187,PUBLIC,50,52," $1,18,526.00 ",167," $2,20,947.00 ",59,61," $1,18,626.00 ",244," $3,64,471.00 ",1,1," $1,600.00 ",2," $1,600.00 ", -   , -   , $-   ,0, $-   
976500,THREE RIVERS COMMUNITY COLLEGE,CT,63606598,PUBLIC,30,30," $1,01,279.00 ",125," $2,49,310.00 ",32,32," $62,670.00 ",160," $3,36,264.00 ",1,1," $7,500.00 ",4," $13,650.00 ", -   , -   , $-   ,0, $-   
1053000,QUINEBAUG VALLEY COMMUNITY COLLEGE,CT,62391440,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,3," $4,374.00 ", -   , -   , $-   ,1," $5,687.00 ", -   , -   , $-   ,0, $-   
1115000,ASNUNTUCK COMMUNITY COLLEGE,CT,60823800,PUBLIC,11,11," $28,074.00 ",56," $91,128.00 ",11,11," $35,400.00 ",58," $1,09,646.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
1287700,SANFORD-BROWN COLLEGE,CT,60321909,PROPRIETARY,33,33," $1,11,879.00 ",54," $67,111.00 ",34,34," $1,61,164.00 ",62," $1,21,290.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2106600,AMERICAN INSTITUTE,CT,61101922,PROPRIETARY,1,1," $4,500.00 ",1," $2,250.00 ",1,1," $6,000.00 ",1," $3,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2112700,PAUL MITCHELL THE SCHOOL NORTH HAVEN,CT,64733108,PROPRIETARY,28,28," $79,407.00 ",60," $1,04,175.00 ",28,28," $1,03,153.00 ",60," $1,18,543.00 ",2,2," $11,726.00 ",17," $72,995.00 ", -   , -   , $-   ,0, $-   
2115100,BUTLER BUSINESS SCHOOL,CT,66042383,PROPRIETARY,67,67," $2,02,023.00 ",157," $1,79,331.00 ",57,57," $2,84,188.00 ",136," $2,41,424.00 ",1,1," $5,000.00 ",3," $6,005.00 ", -   , -   , $-   ,0, $-   
2228800,LINCOLN TECHNICAL INSTITUTE - EAST WINDSOR,CT,60889631,PROPRIETARY,324,350," $12,36,133.00 ",615," $10,57,817.00 ",440,705," $19,24,020.00 ","1,259"," $15,04,938.00 ",124,126," $12,95,133.00 ",282," $11,87,600.00 ", -   , -   , $-   ,0, $-   
2244900,GOODWIN COLLEGE,CT,61189980,PRIVATE,547,548," $19,24,737.00 ","1,408"," $25,42,911.00 ",625,645," $22,20,743.00 ","1,631"," $31,76,251.00 ",29,31," $75,502.00 ",82," $1,30,492.00 ", -   , -   , $-   ,0, $-   
2265900,WINDHAM COMMUNITY MEMORIAL HOSPITAL PROGRAM OF RADIOLOGIC TECHNOL,CT,62262041,PRIVATE, -   , -   , $-   ,11," $21,750.00 ", -   , -   , $-   ,11," $23,696.00 ", -   , -   , $-   ,1," $2,000.00 ", -   , -   , $-   ,0, $-   
2316600,CONNECTICUT CENTER FOR MASSAGE THERAPY,CT,61113975,PROPRIETARY,92,92," $2,55,495.00 ",257," $2,59,058.00 ",94,94," $4,62,665.00 ",292," $4,97,015.00 ",4,4," $28,922.00 ",10," $28,422.00 ", -   , -   , $-   ,0, $-   
3079400,LYME ACADEMY COLLEGE OF FINE ARTS,CT,63712333,PRIVATE,4,4," $10,640.00 ",50," $1,20,532.00 ",6,6," $30,735.00 ",55," $1,34,485.00 ",2,2," $24,821.00 ",13," $1,25,057.00 ", -   , -   , $-   ,0, $-   
3094800,INDUSTRIAL MANAGEMENT & TRAINING INSTITUTE,CT,67061211,PROPRIETARY,9,9," $23,712.00 ",9," $11,856.00 ",9,9," $34,696.00 ",9," $17,351.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3316300,LINCOLN TECHNICAL INSTITUTE - HARTFORD,CT,61053630,PROPRIETARY,157,158," $5,56,362.00 ",394," $7,10,834.00 ",226,390," $10,59,593.00 ",779," $10,93,763.00 ",34,34," $2,87,396.00 ",101," $5,77,800.00 ", -   , -   , $-   ,0, $-   
4053300,CLEMENS COLLEGE,CT,60780000,PROPRIETARY,3,3," $9,750.00 ",32," $59,556.00 ",5,7," $24,000.00 ",59," $82,859.00 ",1,1," $9,125.00 ",12," $50,064.00 ", -   , -   , $-   ,0, $-   
143400,AMERICAN UNIVERSITY (THE),DC,200168020,PRIVATE, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   ,43,43," $5,60,354.00 ",256," $29,90,421.00 ",14,14," $1,67,092.00 ",92," $6,93,661.00 "
144100,UNIVERSITY OF THE DISTRICT OF COLUMBIA,DC,200081175,PUBLIC,377,387," $10,97,953.00 ","1,455"," $37,49,607.00 ",272,280," $9,87,180.00 ","1,068"," $37,20,244.00 ",1,1," $3,500.00 ",6," $30,837.00 ",23,24," $1,95,668.00 ",170," $15,92,622.00 "
144300,GALLAUDET UNIVERSITY,DC,200023695,PRIVATE,53,54," $2,06,613.00 ",459," $12,79,497.00 ",56,58," $1,79,517.00 ",459," $12,31,709.00 ",7,7," $42,753.00 ",45," $2,30,787.00 ",1,1," $5,000.00 ",9," $25,249.00 "
144400,GEORGE WASHINGTON UNIVERSITY,DC,200522353,PRIVATE,776,788," $46,72,630.00 ","6,462"," $2,03,09,384.00 ",882,909," $64,30,176.00 ","6,253"," $2,33,53,016.00 ",97,100," $15,39,924.00 ",792," $91,97,316.00 ",355,382," $37,59,747.00 ","1,770"," $1,56,15,351.00 "
144500,GEORGETOWN UNIVERSITY,DC,200571252,PRIVATE,704,715," $45,84,316.00 ","5,819"," $2,16,16,607.00 ",678,695," $65,66,032.00 ","4,468"," $2,61,91,890.00 ",55,60," $9,83,032.00 ",431," $54,08,111.00 ",357,373," $46,08,034.00 ","2,520"," $3,37,33,040.00 "
145900,STRAYER UNIVERSITY,DC,200052603,PROPRIETARY,"11,047","11,272"," $5,41,57,496.00 ","30,656"," $5,96,02,420.00 ","11,655","12,201"," $8,45,54,287.00 ","32,980"," $9,23,87,453.00 ",66,69," $3,85,977.00 ",231," $4,70,412.00 ",39,40," $3,85,135.00 ",65," $2,91,061.00 "
146400,WESLEY THEOLOGICAL SEMINARY,DC,200165690,PRIVATE,45,51," $2,03,415.00 ",144," $4,90,093.00 ",49,60," $2,68,922.00 ",145," $6,16,206.00 ", -   , -   , $-   ,0, $-   ,2,2," $3,629.00 ",2," $3,629.00 "
1006500,WASHINGTON THEOLOGICAL UNION,DC,200122016,PRIVATE, -   , -   , $-   ,4," $17,000.00 ",4,4," $25,700.00 ",10," $58,325.00 ", -   , -   , $-   ,0, $-   ,2,2," $33,500.00 ",3," $33,500.00 "
1195000,CORCORAN COLLEGE OF ART AND DESIGN,DC,200064804,PRIVATE,77,80," $4,22,413.00 ",306," $10,20,019.00 ",90,98," $6,55,576.00 ",340," $13,65,740.00 ",9,10," $68,910.00 ",70," $5,84,860.00 ",23,24," $2,30,127.00 ",52," $4,12,083.00 "
1280300,DOMINICAN HOUSE OF STUDIES,DC,200171584,PRIVATE, -   , -   , $-   ,7," $28,700.00 ", -   , -   , $-   ,5," $30,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,3," $16,572.00 "
2132800,NATIONAL CONSERVATORY OF DRAMATIC ARTS,DC,200072758,PRIVATE, -   , -   , $-   ,2," $3,201.00 ", -   , -   , $-   ,2," $5,400.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3104300,CAREER TECHNICAL INSTITUTE,DC,200053521,PROPRIETARY,14,14," $38,642.00 ",61," $98,663.00 ",12,12," $57,247.00 ",58," $1,57,735.00 ",1,1," $9,964.00 ",3," $20,512.00 ", -   , -   , $-   ,0, $-   
3218300,POTOMAC COLLEGE,DC,200161860,PROPRIETARY,71,72," $2,62,773.00 ",210," $4,49,387.00 ",79,81," $4,49,307.00 ",229," $7,42,694.00 ", -   , -   , $-   ,1," $5,000.00 ", -   , -   , $-   ,0, $-   
3409600,BENNETT CAREER INSTITUTE,DC,200171754,PROPRIETARY,21,21," $58,077.00 ",52," $72,131.00 ",7,8," $18,786.00 ",16," $23,758.00 ",1,1," $4,280.00 ",1," $2,140.00 ", -   , -   , $-   ,0, $-   
4114400,INSTITUTE OF WORLD POLITICS (THE),DC,200361464,PRIVATE,13,13," $1,01,922.00 ",62," $2,65,976.00 ",13,13," $1,17,328.00 ",61," $3,34,134.00 ", -   , -   , $-   ,0, $-   ,5,5," $20,350.00 ",33," $2,05,172.00 "
142800,DELAWARE STATE UNIVERSITY,DE,199012277,PUBLIC,248,254," $8,82,536.00 ","2,550"," $55,94,054.00 ",281,301," $11,72,759.00 ","3,108"," $67,34,365.00 ",74,77," $5,99,986.00 ",603," $41,14,991.00 ",2,2," $13,761.00 ",7," $26,864.00 "
142900,GOLDEY-BEACOM COLLEGE,DE,198081993,PRIVATE,96,100," $3,31,350.00 ",358," $9,24,032.00 ",69,73," $2,25,474.00 ",325," $6,66,429.00 ",6,6," $31,895.00 ",18," $87,142.00 ", -   , -   , $-   ,0, $-   
143100,UNIVERSITY OF DELAWARE,DE,197160099,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   ,10,11," $66,583.00 ",33," $2,85,063.00 ", -   , -   , $-   ,0, $-   
143300,WESLEY COLLEGE,DE,199013875,PRIVATE,92,94," $2,82,853.00 ",686," $15,40,473.00 ",98,101," $4,23,152.00 ",801," $17,49,194.00 ",25,29," $1,97,625.00 ",246," $17,42,003.00 ", -   , -   , $-   ,0, $-   
705300,DELAWARE TECHNICAL & COMMUNITY COLLEGE - OWENS CAMPUS,DE,199470000,PUBLIC,162,166," $3,71,494.00 ",556," $6,70,070.00 ",106,110," $2,52,930.00 ",402," $5,23,101.00 ",1,1," $2,500.00 ",3," $4,500.00 ", -   , -   , $-   ,0, $-   
1172700,DELAWARE TECHNICAL & COMMUNITY COLLEGE,DE,199018736,PUBLIC,125,126," $2,46,092.00 ",402," $5,44,859.00 ",116,117," $2,78,469.00 ",378," $5,50,373.00 ",1,1," $2,000.00 ",2," $2,000.00 ", -   , -   , $-   ,0, $-   
2125200,MARGARET H. ROLLINS SCHOOL OF NURSING AT BEEBE MEDICAL CENTER,DE,199581462,PRIVATE, -   , -   , $-   ,11," $19,153.00 ", -   , -   , $-   ,7," $14,750.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2144900,DELAWARE TECHNICAL & COMMUNITY COLLEGE,DE,198012412,PUBLIC,185,185," $4,10,577.00 ",567," $7,32,986.00 ",201,203," $4,58,261.00 ",641," $9,38,286.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
4139800,DELAWARE COLLEGE OF ART & DESIGN,DE,198013007,PRIVATE,12,12," $40,243.00 ",140," $2,68,002.00 ",14,16," $52,257.00 ",153," $3,10,360.00 ",3,3," $31,990.00 ",33," $2,18,671.00 ", -   , -   , $-   ,0, $-   
401200,HEBREW UNIVERSITY OF JERUSALEM (THE),FC,91905,FOREIGN PUBLIC,1,1," $8,000.00 ",34," $1,24,162.00 ", -   , -   , $-   ,29," $1,26,017.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,4," $7,812.00 "
503400,AMERICAN UNIVERSITY IN CAIRO (THE),FC,11835,FOREIGN PRIVATE,23,23," $1,72,044.00 ",135," $6,10,045.00 ",23,23," $2,11,191.00 ",128," $7,80,791.00 ",1,1," $12,971.00 ",5," $68,454.00 ",9,9," $67,372.00 ",43," $2,71,770.00 "
667100,KATHOLIEKE UNIVERSITEIT LEUVEN,FC,B-3000,FOREIGN PRIVATE,4,4," $33,000.00 ",24," $1,16,250.00 ",2,2," $24,000.00 ",20," $1,07,150.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,3," $46,349.00 "
667700,MCGILL UNIVERSITY,FC,H3A   2T5,FOREIGN PUBLIC,33,33," $1,66,229.00 ",54," $2,13,734.00 ",41,41," $1,69,728.00 ",59," $2,23,234.00 ",8,8," $97,347.00 ",8," $97,347.00 ",5,5," $58,159.00 ",14," $1,12,561.00 "
667900,QUEEN'S UNIVERSITY AT KINGSTON,FC,K7L   3N6,FOREIGN PUBLIC,2,2," $11,000.00 ",30," $77,321.00 ", -   , -   , $-   ,29," $75,979.00 ",1,1," $10,660.00 ",17," $1,30,778.00 ", -   , -   , $-   ,1," $3,469.00 "
668100,ST. FRANCIS XAVIER UNIVERSITY,FC,B2G 2W5,FOREIGN PUBLIC,2,2," $10,000.00 ",4," $13,345.00 ",3,3," $10,500.00 ",6," $16,655.00 ",1,1," $6,500.00 ",2," $11,500.00 ", -   , -   , $-   ,0, $-   
668300,UNIVERSITY OF GUELPH,FC,N1G   2W1,FOREIGN PUBLIC,2,2," $11,000.00 ",2," $7,500.00 ", -   , -   , $-   ,1," $8,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
668400,UNIVERSITY OF MANITOBA,FC,R3T   2N2,FOREIGN PUBLIC,3,3," $14,250.00 ",15," $40,561.00 ",3,3," $4,447.00 ",15," $28,175.00 ",1,1," $3,000.00 ",5," $19,971.00 ",1,1," $12,872.00 ",3," $12,266.00 "
668500,UNIVERSITY OF NEW BRUNSWICK (THE),FC,E3B   5A3,FOREIGN PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   ,1,1," $10,000.00 ",1," $10,000.00 ", -   , -   , $-   ,0, $-   
668600,UNIVERSITY OF OTTAWA,FC,K1N   6N5,FOREIGN PUBLIC, -   , -   , $-   ,4," $10,332.00 ", -   , -   , $-   ,4," $9,389.00 ", -   , -   , $-   ,1," $10,661.00 ", -   , -   , $-   ,0, $-   
668800,UNIVERSITY OF TORONTO,FC,M5S 1A1,FOREIGN PUBLIC,16,16," $1,09,100.00 ",23," $1,01,350.00 ",13,13," $78,800.00 ",20," $88,620.00 ",6,6," $58,160.00 ",7," $54,149.00 ",5,5," $37,925.00 ",7," $47,740.00 "
668900,UNIVERSITY OF WINDSOR,FC,N9B   3P4,FOREIGN PUBLIC,3,3," $9,733.00 ",3," $9,733.00 ",3,3," $8,317.00 ",3," $8,317.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
669100,UNIVERSITY OF CAMBRIDGE - PEMBROKE COLLEGE,FC,CB2   1RF,FOREIGN PUBLIC, -   , -   , $-   ,4," $9,916.00 ", -   , -   , $-   ,4," $12,626.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
669200,UNIVERSITY OF LEEDS,FC,LS2 9JT,FOREIGN PUBLIC,2,2," $8,406.00 ",50," $1,60,281.00 ",2,2," $16,797.00 ",49," $2,20,130.00 ", -   , -   , $-   ,2," $21,572.00 ", -   , -   , $-   ,30," $2,02,819.00 "
669300,UNIVERSITY OF LONDON - LONDON SCHOOL OF ECONOMICS & POLITICAL SCI,FC,WC2A 2AE,FOREIGN PUBLIC,4,4," $29,000.00 ",12," $39,125.00 ",4,4," $44,500.00 ",13," $58,608.00 ", -   , -   , $-   ,0, $-   ,17,18," $1,76,027.00 ",24," $1,44,858.00 "
669400,UNIVERSITY OF LONDON - SCHOOL OF ORIENTAL & AFRICAN STUDIES,FC,WC1H  0XG,FOREIGN PUBLIC,2,2," $12,000.00 ",97," $3,90,821.00 ",3,3," $25,500.00 ",94," $5,24,810.00 ", -   , -   , $-   ,2," $24,750.00 ",2,2," $13,000.00 ",69," $5,93,000.00 "
669500,UNIVERSITY OF LONDON - UNIVERSITY COLLEGE,FC,WC1E  6BT,FOREIGN PUBLIC,12,12," $83,302.00 ",86," $2,46,861.00 ",11,11," $1,21,921.00 ",85," $3,60,721.00 ", -   , -   , $-   ,1," $14,696.00 ",14,15," $2,22,125.00 ",73," $5,79,227.00 "
669600,UNIVERSITY OF LONDON - SCHOOL OF ADVANCED STUDY,FC,WC1E 7HU,FOREIGN PUBLIC,1,1," $8,500.00 ",6," $25,500.00 ",1,1," $3,500.00 ",6," $27,500.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,3," $14,065.00 "
669700,UNIVERSITY OF LONDON - QUEEN MARY AND WESTFIELD COLLEGE,FC,E1 4NS,FOREIGN PUBLIC,1,1," $3,257.00 ",39," $1,01,080.00 ",1,1," $6,993.00 ",38," $1,36,659.00 ", -   , -   , $-   ,1," $4,667.00 ",1,1," $25,500.00 ",17," $1,36,835.00 "
669900,UNIVERSITY OF SUSSEX,FC,BN1   9RH,FOREIGN PUBLIC,1,1," $8,500.00 ",1," $4,250.00 ",1,1," $12,000.00 ",1," $6,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
670000,UNIVERSITY OF YORK (THE),FC,YO10 5DD,FOREIGN PUBLIC,3,3," $21,000.00 ",56," $1,18,208.00 ",3,3," $30,000.00 ",54," $1,57,474.00 ", -   , -   , $-   ,0, $-   ,1,1," $3,395.00 ",24," $68,481.00 "
670400,UNIVERSITY COLLEGE CORK,FC,CORK,FOREIGN PUBLIC, -   , -   , $-   ,3," $10,250.00 ", -   , -   , $-   ,2," $9,000.00 ", -   , -   , $-   ,0, $-   ,3,3," $23,500.00 ",5," $23,500.00 "
671300,UPPSALA UNIVERSITY,FC,,FOREIGN PUBLIC,3,3," $7,987.00 ",5," $7,987.00 ",3,3," $26,288.00 ",5," $26,288.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
671500,UNIVERSITY OF GENEVA,FC,CH-1211,FOREIGN PUBLIC, -   , -   , $-   ,28," $1,16,000.00 ",1,1," $6,000.00 ",26," $1,42,000.00 ", -   , -   , $-   ,0, $-   ,1,1," $7,500.00 ",17," $1,87,613.00 "
683700,UNIVERSITE LAVAL,FC,G1V0A6,FOREIGN PUBLIC, -   , -   , $-   ,3," $10,250.00 ", -   , -   , $-   ,3," $5,720.00 ", -   , -   , $-   ,1," $7,592.00 ", -   , -   , $-   ,0, $-   
683800,DALHOUSIE UNIVERSITY,FC,B3H   4H6,FOREIGN PUBLIC,1,1," $8,500.00 ",3," $8,250.00 ",1,1," $12,000.00 ",4," $10,750.00 ", -   , -   , $-   ,1," $3,000.00 ",2,2," $35,178.00 ",2," $28,510.00 "
683900,UNIVERSITY OF EDINBURGH,FC,EH8 9YL,FOREIGN PUBLIC,13,13," $91,206.00 ",173," $6,77,475.00 ",15,15," $1,32,550.00 ",188," $9,39,528.00 ",8,8," $1,87,670.00 ",35," $5,06,304.00 ",22,22," $2,01,830.00 ",112," $11,41,666.00 "
684200,UNIVERSITY OF DUBLIN TRINITY COLLEGE,FC,,FOREIGN PUBLIC,9,9," $60,750.00 ",216," $5,93,721.00 ",10,10," $92,000.00 ",213," $7,97,332.00 ",2,2," $69,000.00 ",21," $2,80,331.00 ",8,8," $1,18,500.00 ",148," $12,98,142.00 "
685000,UNIVERSITY OF CAMBRIDGE - DOWNING COLLEGE,FC,CB2   1DQ,FOREIGN PUBLIC, -   , -   , $-   ,2," $4,958.00 ", -   , -   , $-   ,2," $7,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,2," $10,458.00 "
685200,BISHOP'S UNIVERSITY,FC,J1M   1Z7,FOREIGN PRIVATE,1,1," $3,500.00 ",1," $3,500.00 ",1,1," $8,467.00 ",1," $7,500.00 ",1,1," $8,000.00 ",2," $8,000.00 ", -   , -   , $-   ,0, $-   
685300,MCMASTER UNIVERSITY,FC,L8S   4L8,FOREIGN PUBLIC,2,2," $13,500.00 ",10," $29,980.00 ", -   , -   , $-   ,7," $17,226.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,1," $11,641.00 "
763200,UNIVERSITY OF BRISTOL,FC,BS8 1TH,FOREIGN PUBLIC,1,1," $8,500.00 ",41," $1,57,182.00 ",1,1," $12,000.00 ",42," $2,30,572.00 ",2,2," $23,500.00 ",4," $42,396.00 ",2,2," $10,367.00 ",24," $1,62,363.00 "
767900,YORK UNIVERSITY,FC,M3J 1P3,FOREIGN PUBLIC,4,4," $20,500.00 ",4," $17,750.00 ",4,4," $26,500.00 ",4," $23,000.00 ",2,2," $30,000.00 ",2," $30,000.00 ",1,1," $8,668.00 ",1," $7,913.00 "
768100,COLLEGE OF EUROPE,FC,8000,FOREIGN PRIVATE, -   , -   , $-   ,1," $4,250.00 ", -   , -   , $-   ,1," $6,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,1," $7,250.00 "
770500,ROYAL COLLEGE OF SURGEONS IN IRELAND,FC,2,FOREIGN PRIVATE,2,2," $9,750.00 ",55," $2,29,000.00 ", -   , -   , $-   ,51," $2,91,000.00 ",1,1," $5,100.00 ",5," $1,30,650.00 ",9,9," $71,000.00 ",61," $15,47,923.00 "
787400,UNIVERSITY OF CALGARY,FC,T2N 1N4,FOREIGN PUBLIC,8,8," $57,000.00 ",8," $57,000.00 ",6,6," $42,095.00 ",6," $42,095.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
